url_anuncio,img_anuncio,categoria_anuncio,titulo_endereco,subtitulo_endereco,subtitulo_frase,preco,area_privativa,lista_detalhes,img_anunciante,nome_anunciante,creci,pagina
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-997832,https://img.dfimoveis.com.br/fotos/997832/185fe0c3b60565c8fd2bcbd774154402.jpg?format=webp,,"SQNW 110, NOROESTE, BRASILIA",,Apartamento Sofisticado - 3 quartos - Alto padrão - Varanda - Vista Livre - 2 vagas soltas,2.250.000,118 m²,"118 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/2648/100x68/60587c48a7d10742049d8c8db8a6c39d.jpg?format=webp,Daleprane Inteligência Imobiliária,25937,19
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-a-902771,https://img.dfimoveis.com.br/fotos/902771/65e9bbcc1a325c55b0eed28ff8149f2c.jpg?format=webp,,"SQNW 302 Bloco A, NOROESTE, BRASILIA",,"Code Imóvel pronto, vista livre!!",1.190.000,73 m²,"73 m², 2 Quartos, 2 Suítes, 1 Vaga",https://img.dfimoveis.com.br/logos/1340/100x68/957c2bd807880a9649f3019267674240.jpg?format=webp,Paulo Lindozo,12057,19
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-8-9-701734,https://img.dfimoveis.com.br/fotos/701734/14b02dfd0fdd61aafa964707137ffb67.jpg?format=webp,Super Destaque,"CLNW 8/9, NOROESTE, BRASILIA",,"ACEITA FINANCIAMENTO E FGTS! EDIFÍCIO TOPAZIO, CLNW 8/9, NOROESTE",380.000,28 m²,"28 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/94/100x68/c461e82895c21d79671a2f0ab8475a48.jpg?format=webp,Acontece Imobiliária,4996,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-g-1038775,https://img.dfimoveis.com.br/fotos/1038775/069e84eccd10590d661ef7f8912cdd47.jpg?format=webp,,"SQNW 110 Bloco G, NOROESTE, BRASILIA",,"SQNW 110, Apartamento novo com 2 quartos à venda, Noroeste, DF",1.550.000,109 m²,"109 m², 3 Quartos, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/102/100x68/6aae7cd154936e872a4b67d6a116b21e.png?format=webp,Coemi Imóveis ,3545,19
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-j-1014823,https://img.dfimoveis.com.br/fotos/1014823/5f4e1974591a88118133121836fb5081.jpg?format=webp,,"SQNW 306 Bloco J, NOROESTE, BRASILIA",,04 SUÍTES - 306 NOROESTE - APARTAMENTO PRONTO,2.582.000,194 m²,"194 m², 4 Quartos, 4 Suítes, 1 Vaga",https://img.dfimoveis.com.br/logos/502/100x68/274913c59042572fe6e8f8de0d8f7690.jpg?format=webp,Fernandes & Coelho Imóveis,13374,19
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-303-bloco-f-1033389,https://img.dfimoveis.com.br/fotos/1033389/33122ab320f26ee14f424885b1c49f98.jpg?format=webp,Super Destaque,"SQNW 303 Bloco F, NOROESTE, BRASILIA",,"Noroeste, Nascente, novo, vista livre, Casa Nor",3.583.714,234 m²,"234 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/910/100x68/5b6da3c4b0849795cc1adfa830d739c5.jpg?format=webp,Nishimura,17561,19
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-10-11-lote-d-1017752,https://img.dfimoveis.com.br/fotos/1017752/faa69f261d017d445c80ba95bed428f1.jpg?format=webp,Super Destaque,"CLNW 10/11 Lote D, NOROESTE, BRASILIA",,** ED. NEO - TOTALMENTE MOBILIADO - ÓTIMO INVESTIMENTO ** ** SUPER BEM LOCALIZADA - AC FINAN - PERTO DE TUDO - ALTA RENTABILIDADE **,449.000,34 m²,"34 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/8724/100x68/0dafb5704a199f811000915abb91fe3b.png?format=webp,Costantin Imobiliária Inteligente,19091,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-c-1015886,https://img.dfimoveis.com.br/fotos/1015886/194b241b9dc747db4677b9beee80aab4.jpg?format=webp,Assinado CAMILA ABRÃO ESCRITÓRIO DENISE ZUBA ARQUITETOS,"SQNW 108 Bloco C, NOROESTE, BRASILIA",,SQNW 108 CHATEAU DU PARC PROJETO CAMILA ABRÃO E ALINE VILELA SQNW 108 CHATEAU DU PARC ANDAR ALTO ARMÁRIOS KITCHENS PROJETO CAMILA ABRÃO E ALINE VILELA,3.100.000,212 m²,"212 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/4213/100x68/b1f6b261e805431be40d82e7324e3dcc.png?format=webp,Daniela Conde,13331,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-g-1016532,https://img.dfimoveis.com.br/fotos/1016532/bf915bc580ae6fd4c311dd9fed079377.jpg?format=webp,,"SQNW 108 Bloco G, NOROESTE, BRASILIA",,COBERTURA SQNW 108 - VARANDA - SUÍTE MASTER - LAZER COMPLETO,1.600.000,146 m²,"146 m², 3 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/815/100x68/4bc1393cedc12d7f0d930f4342c64078.jpg?format=webp,Massuh Imóveis ,24825,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-302-bloco-i-1011706,https://img.dfimoveis.com.br/fotos/1011706/be60f1442e316990f950d3d18f8c024c.jpg?format=webp,Super Destaque,"SQNW 302 Bloco I, NOROESTE, BRASILIA",,,1.876.823,118 m²,"118 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/7059/100x68/26d56f1033cb9bcc4ee57803b0d9be52.png?format=webp,BRASAL,11091,19
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-c-1017035,https://img.dfimoveis.com.br/fotos/1017035/46866515c9afa4cfdb100b13507302e1.jpg?format=webp,,"SQNW 107 Bloco C, NOROESTE, BRASILIA",,"Cobertura Duplex Via Prestige SQNW 107, 172m², 3 Vagas, Nascente",1.990.000,172 m²,"172 m², 2 Quartos, 1 Suíte, 3 Vagas",https://img.dfimoveis.com.br/logos/59/100x68/220cf7eaac0e61719e114da194820af2.jpg?format=webp,Cláudio Antônio Imóveis,24152,19
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-104-bloco-c-859405,https://img.dfimoveis.com.br/fotos/859405/6b50e299f657dbe696a0671e8b83c88f.jpg?format=webp,Super Destaque,"SQNW 104 Bloco C, NOROESTE, BRASILIA",,Excelente posição da unidade e quadra.,3.580.000,272 m²,"272 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1607/100x68/e841e88d80b8a0d4a12bc0df95824e25.png?format=webp,José Carlos Corretor de Imóveis,16452,19
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-511-bloco-a-lote-1-862159,https://img.dfimoveis.com.br/fotos/862159/6a43f4783b89a7bdb5bc118d441e0400.jpg?format=webp,,"CRNW 511 Bloco A Lote 1, NOROESTE, BRASILIA",,,536.000,34 m²,"34 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/4350/100x68/3aaaa6155ae2eb25e2546f3e3b644fc8.png?format=webp,Bela Casa,30375,19
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-clnw-4-5-lote-e-1050503,https://img.dfimoveis.com.br/fotos/1050503/f297ee1b473052210608af85f0decabf.jpg?format=webp,Super Destaque,"CLNW 4/5 Lote E, NOROESTE, BRASILIA",,LINK Noroeste Excelente Investimento,870.000,54 m²,"54 m², 2 Quartos, 1 Vaga",https://img.dfimoveis.com.br/logos/8204/100x68/e44a1a1d6edad192a4586444fa98b01b.png?format=webp,Armin Reinehr Junior,30939,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-307-bloco-b-758988,https://img.dfimoveis.com.br/fotos/758988/4f1d1d8fc2407c7a0cea3363838d3eb6.jpg?format=webp,Super Destaque,"SQNW 307 Bloco B, NOROESTE, BRASILIA",,,2.240.000,128 m²,"128 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/7059/100x68/26d56f1033cb9bcc4ee57803b0d9be52.png?format=webp,BRASAL,11091,19
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-310-bloco-c-971325,https://img.dfimoveis.com.br/fotos/971325/fe773f887518343305d0aac2e4f2bef1.jpg?format=webp,Super Destaque,"SQNW 310 Bloco C, NOROESTE, BRASILIA",,VIA SOHO - Nascente com 03 vagas de garagem soltas,659.000,40 m²,"40 m², 1 Quarto, 3 Vagas",https://img.dfimoveis.com.br/logos/790/100x68/2b820ada29b5825f93378424a288d2e5.png?format=webp,Glauber Nascimento,12170,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-g-1039529,https://img.dfimoveis.com.br/fotos/1039529/0c665d24f94cfc0eb86c92a431af8910.jpg?format=webp,,"SQNW 106 Bloco G, NOROESTE, BRASILIA",,REFORMADO Excelente cobertura na 106 do Noroeste.,2.050.000,166 m²,"166 m², 3 Quartos, 1 Suíte, 4 Vagas",https://img.dfimoveis.com.br/logos/2366/100x68/3e8629af7b93e0235fda957fdd116cf3.jpg?format=webp,Renata Neves,14360,19
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-102-936278,https://img.dfimoveis.com.br/fotos/936278/299f4b437b48d5bb72e6c86350b9db34.jpg?format=webp,,"SQNW 102, NOROESTE, BRASILIA",,,3.295.000,199 m²,"199 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1563/100x68/cd593fa72d6c39d16e52e298d7f1a4b5.png?format=webp,Simplício,6584,19
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-511-966685,https://img.dfimoveis.com.br/fotos/966685/5df354d99009c4022caeae4892abd4a2.jpg?format=webp,Super Destaque,"CRNW 511, NOROESTE, BRASILIA",,Lançamento - Aptos de 1 e 2 qtos - Lazer Completo,507.000,34 m²,"34 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/6836/100x68/5e25c398e15e134d3538402410ea8649.jpg?format=webp,VME - Corretores associados,34740,19
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-f-936760,https://img.dfimoveis.com.br/fotos/936760/9fd9fd00716d6897d5952c4c60ffa3d6.jpg?format=webp,Super Destaque,"SQNW 108 Bloco F, NOROESTE, BRASILIA",,SQNW 108 | CANTO | 2 QUARTOS | LAZER COMPLETO | 2 VAGAS,1.300.000,84 m²,"84 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/39/100x68/d7136a3961f86f57641bd062a8cd8194.jpg?format=webp,Monumental,9393,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-i-980171,https://img.dfimoveis.com.br/fotos/980171/7c86bbffd01f77666d9f2f0f94309eeb.jpg?format=webp,,"SQNW 111 Bloco I, NOROESTE, BRASILIA",,,2.700.000,182 m²,"182 m², 3 Quartos, 3 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/8386/100x68/85e4a6ac67d65ee8f9e9c7ff17b7ddbf.jpg?format=webp,ANDREETI,31215,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-g-998440,https://img.dfimoveis.com.br/fotos/998440/1f25aa37b6bb7bf46b952887801d58c2.jpg?format=webp,Super Destaque,"SQNW 108 Bloco G, NOROESTE, BRASILIA",,BAIXOU! BOSSA NOVA - 3 QUARTOS - DE CANTO - NASCENTE!,1.150.000,96 m²,"96 m², 3 Quartos, 1 Suíte, 2 Vagas",https://www.dfimoveis.com.br/Content/images/sem-foto.jpg,Lucas Dourado - My house ,26200,19
/imovel/kitnet-1-quarto-venda-noroeste-brasilia-df-clnw-10-11-lote-b-1043331,https://img.dfimoveis.com.br/fotos/1043331/dbe666b3538d2cc53ba0878d7cffa52a.jpg?format=webp,,"CLNW 10/11 Lote B, NOROESTE, BRASILIA",,Mobiliado! Ar Condicionado! Ed. Stylo Housing!,390.000,33 m²,"33 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/6833/100x68/9d33f3c5e0dee707b14f05a1e34712c1.jpg?format=webp,Neves Teixeira Imóveis,29560,19
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-clnw-10-11-lote-c-960779,https://img.dfimoveis.com.br/fotos/960779/82f78bf287f031e047e1433eb1fac85c.jpg?format=webp,Super Destaque,"CLNW 10/11 Lote C, NOROESTE, BRASILIA",,Apartamento 2 Quartos no Noroeste,1.023.598,75 m²,"75 m², 2 Quartos, 1 Suíte",https://img.dfimoveis.com.br/logos/1344/100x68/6816889204ed647cc66014c3bb3c6df8.jpg?format=webp,Biensky Imoveis,24391,19
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-f-705551,https://img.dfimoveis.com.br/fotos/705551/83706f1d6a01dc408a76bbdad52ed880.jpg?format=webp,,"SQNW 306 Bloco F, NOROESTE, BRASILIA",,,3.100.000,192 m²,"192 m², 4 Quartos, 4 Suítes",https://img.dfimoveis.com.br/logos/558/100x68/5b1c1102afc8ffe9b9160c6974bf6503.jpg?format=webp,Melhor do Imóvel,29108 CJ,19
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-g-1023157,https://img.dfimoveis.com.br/fotos/1023157/b01e457b3d183336cc33784f4b83eeec.webp?format=webp,,"SQNW 108 Bloco G, NOROESTE, BRASILIA",,,1.600.000,146 m²,"146 m², 3 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/2648/100x68/60587c48a7d10742049d8c8db8a6c39d.jpg?format=webp,Daleprane Inteligência Imobiliária,25937,20
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-i-1034957,https://img.dfimoveis.com.br/fotos/1034957/dc8aeb33b1f281714bace43dd7a4f8e8.jpg?format=webp,,"SQNW 109 Bloco I, NOROESTE, BRASILIA",,SQNW 109 2 Quartos sendo 1 Suíte-74m² Reformado Andar Alto,1.180.000,74 m²,"74 m², 2 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/218/100x68/a842dfe40c2308f24ae5eb0383ba0088.png?format=webp,Kojima Imóveis,17954,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-105-bloco-d-1031003,https://img.dfimoveis.com.br/fotos/1031003/14354cb0944a7d45ca18b38edbc2eff5.jpg?format=webp,,"SQNW 105 Bloco D, NOROESTE, BRASILIA",,"Apartamento à venda, 4 quartos, 4 suítes, Setor Noroeste, Brasília, DF",4.950.000,291 m²,"291 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/406/100x68/363bd80f364c28a46b2371e602aff3a4.jpg?format=webp,Silveira Imóveis,23556,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-1014252,https://img.dfimoveis.com.br/fotos/1014252/b5d27a898a1ea5fb547376f28e4c8e73.jpg?format=webp,,"SQNW 109, NOROESTE, BRASILIA",,Lindo apartamento na melhor localidade do Noroeste,1.750.000,100 m²,"100 m², 3 Quartos, 1 Suíte, 4 Vagas",https://img.dfimoveis.com.br/logos/2781/100x68/7e532ade00479d15bbb2120457d7a733.jpg?format=webp,MUDE IMOBI Negócios mobiliários,25727,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-1038117,https://img.dfimoveis.com.br/fotos/1038117/774fe388d414f06f6a35b32fd704ff02.webp?format=webp,Super Destaque,"SQNW 109, NOROESTE, BRASILIA",,Cobertura Duplex - SQNW 109,1.850.000,150 m²,"150 m², 3 Quartos, 2 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/112/100x68/b22970139ac38ce3e68eaa32c32e39db.jpg?format=webp,Moni Netimoveis,17097,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-e-1053265,https://img.dfimoveis.com.br/fotos/1053265/d78f616782c450511c4ce9de22d9d53b.jpg?format=webp,,"SQNW 110 Bloco E, NOROESTE, BRASILIA",,andar alto vista livre Vista livre,1.950.000,133 m²,"133 m², 4 Quartos, 2 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/2426/100x68/78c083d95996a3931a161b44a2da6226.jpg?format=webp,João Vieira Junior,6996,20
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-b-lote-1-1044566,https://img.dfimoveis.com.br/fotos/1044566/ea2494434d180266e12f251c04d98e22.jpg?format=webp,,"CRNW 510 Bloco B Lote 1, NOROESTE, BRASILIA",,,498.000,33 m²,"33 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/1671/100x68/ff72388180c94cb3840e3c29ccba8443.jpg?format=webp,Pilotis Vendas,22309,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-k-1035276,https://img.dfimoveis.com.br/fotos/1035276/9f2c8f79afc3333b29b2367107a088e4.jpg?format=webp,Super Destaque,"SQNW 103 Bloco K, NOROESTE, BRASILIA",,,2.099.999,125 m²,"125 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/1663/100x68/2bc6f28923207d296eafb43ca2783505.png?format=webp,JMD Corretora Imobiliária,14107,20
/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-309-bloco-j-1050626,https://img.dfimoveis.com.br/fotos/1050626/8e9c99a339e366c874ce6b6d58207d84.jpg?format=webp,,"SQNW 309 Bloco J, NOROESTE, BRASILIA",,2 SUÍTES C/ CLOSET- REFORMADO -  LAZER,1.239.000,77 m²,"77 m², 2 Quartos, 2 Suítes, 1 Vaga",https://img.dfimoveis.com.br/logos/249/100x68/88256e79901af3e51516486e17944729.jpg?format=webp,Cláudio Corretor de Imóveis,12027,20
/imovel/kitnet-1-quarto-venda-noroeste-brasilia-df-clnw-2-3-lote-a-1032605,https://img.dfimoveis.com.br/fotos/1032605/94f40350bf65b4458e51b88736b93639.jpg?format=webp,* Imóvel Seguro 06/10/2024,"CLNW 2/3 Lote A, NOROESTE, BRASILIA",,Kitnet Mobiliada à Venda no Noroeste,620.000,41 m²,"41 m², 1 Quarto, 1 Vaga",https://img.dfimoveis.com.br/logos/26/100x68/969d8019c36c3312770027e56ff20ca5.jpg?format=webp,Beiramar Imóveis,9486,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-g-1042234,https://img.dfimoveis.com.br/fotos/1042234/d1b2c2132bae5a7bed94dc15051b615e.webp?format=webp,,"SQNW 110 Bloco G, NOROESTE, BRASILIA",,Cobertura duplex com acesso de elevador,4.270.000,315 m²,"315 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/440/100x68/c35766894f4092298bf3096e795902e3.jpg?format=webp,Yani Netimóveis,13036,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-h-941311,https://img.dfimoveis.com.br/fotos/941311/fd5e32e7805ce21f0c2361f4a2aafaa3.jpg?format=webp,,"SQNW 110 Bloco H, NOROESTE, BRASILIA",,V&C 110 Experience,4.400.000,294 m²,"294 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/318/100x68/303bb761ef03a81ff9d7342dea74cd71.jpg?format=webp,Ramos Consultoria Imobiliária,8449,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-1029036,https://img.dfimoveis.com.br/fotos/1029036/461501dc5034f5b8221fa7c863477a82.jpg?format=webp,,"SQNW 102, NOROESTE, BRASILIA",,SQNW 102 - REFORMADO ALTO PADRÃO - VISTA LIVRE - NASCENTE - VARANDA GOURMET - ARMÁRIOS NOVOS - PEDRO,2.150.000,122 m²,"122 m², 3 Quartos, 3 Suítes, 2 Vagas",https://img.dfimoveis.com.br/logos/815/100x68/4bc1393cedc12d7f0d930f4342c64078.jpg?format=webp,Massuh Imóveis ,24825,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-j-516833,https://img.dfimoveis.com.br/fotos/516833/e6cbc42646a8f9db5898c7fc461dec2d.jpg?format=webp,,"SQNW 306 Bloco J, NOROESTE, BRASILIA",,4 Suítes no Azzure by Villela & Carvalho! Vista livre !!!,4.790.000,287 m²,"287 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1671/100x68/ff72388180c94cb3840e3c29ccba8443.jpg?format=webp,Pilotis Vendas,22309,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-h-969310,https://img.dfimoveis.com.br/fotos/969310/9b970bc3ca543e14ec3f4c9d11cc065e.jpg?format=webp,,"SQNW 108 Bloco H, NOROESTE, BRASILIA",,"SQNW 108 Noroeste Jardins Bela Vista 2 Quartos Suíte 2 Vagas Varanda 77,13 m²",1.090.000,77 m²,"77 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/4707/100x68/2e69d7b200ebb8f068e286755005e153.jpg?format=webp,Meu Imóvel,25698,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-c-1034606,https://img.dfimoveis.com.br/fotos/1034606/6b2098fb0059f887dc33968597b6592b.jpg?format=webp,Super Destaque,"SQNW 107 Bloco C, NOROESTE, BRASILIA",,",NOROESTE",1.990.000,175 m²,"175 m², 3 Quartos, 1 Suíte, 3 Vagas",https://img.dfimoveis.com.br/logos/558/100x68/5b1c1102afc8ffe9b9160c6974bf6503.jpg?format=webp,Melhor do Imóvel,29108 CJ,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-e-1000609,https://img.dfimoveis.com.br/fotos/1000609/32a53b47683b6869d769113f63579709.jpg?format=webp,,"SQNW 311 Bloco E, NOROESTE, BRASILIA",,SQNW 311 Bloco E Noroeste Atrium d' Argent 3 Quartos 1 Suíte 2 Vagas 127m²,1.840.000,127 m²,"127 m², 3 Quartos, 1 Suíte, 2 Vagas",https://img.dfimoveis.com.br/logos/4707/100x68/2e69d7b200ebb8f068e286755005e153.jpg?format=webp,Meu Imóvel,25698,20
/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-4-5-lote-j-700744,https://img.dfimoveis.com.br/fotos/700744/e68d33f49a31bb513f985c7e79acdfbc.jpg?format=webp,,"CLNW 4/5 Lote J, NOROESTE, BRASILIA",,", MANDARIM",480.000,35 m²,"35 m², 1 Quarto, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/3753/100x68/5640195cf57a9ac214bdaab24607512a.jpg?format=webp,Dourado Imóveis,27088,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-g-1044377,https://img.dfimoveis.com.br/fotos/1044377/bda1739187133672c6db644fa2ded5a5.jpg?format=webp,Assinado Assinado,"SQNW 102 Bloco G, NOROESTE, BRASILIA",,"Apartamento Reformado, vista livre, Alto Padrão, Cícero Barros.",3.100.000,194 m²,"194 m², 3 Quartos, 3 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/2736/100x68/ed40ababdba97a1e2d812bfb8e484682.png?format=webp,FGM Imóveis,28710,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-302-1047162,https://img.dfimoveis.com.br/fotos/1047162/266579c63ff5c4ec44364dd9e8b9d07b.jpg?format=webp,,"SQNW 302, NOROESTE, BRASILIA",,OPORTUNIDADE COBERTURA NOROESTE SQNW 302 EDF VIVANT / MELHOR LOCALIZAÇÃO DO NOROESTE / VISTA LIVRE P,2.999.000,202 m²,"202 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/2781/100x68/7e532ade00479d15bbb2120457d7a733.jpg?format=webp,MUDE IMOBI Negócios mobiliários,25727,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-h-989353,https://img.dfimoveis.com.br/fotos/989353/2517f862103ce34a71ccd4db67a6a64c.jpg?format=webp,Super Destaque,"SQNW 311 Bloco H, NOROESTE, BRASILIA",,"Rico em Armários, amplo, casa suspensa",1.760.000,107 m²,"107 m², 3 Quartos, 1 Suíte, 1 Vaga",https://img.dfimoveis.com.br/logos/3682/100x68/c3f37ca462a7b4d60cda3b0b1802fd6d.png?format=webp,Leoes da Corretagem,29487,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-f-1035985,https://img.dfimoveis.com.br/fotos/1035985/8ebe382671169d4e0ea3cddb752050ee.jpg?format=webp,,"SQNW 306 Bloco F, NOROESTE, BRASILIA",,,3.390.000,192 m²,"192 m², 4 Quartos, 3 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/181/100x68/46bdca6a9f3d42acc8abcf46b96e9b8a.jpg?format=webp,PaulOOctavio,1700,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-102-878742,https://img.dfimoveis.com.br/fotos/878742/3addf546cee90ff66f8e92974f1c21f1.jpg?format=webp,Assinado Armários Bontempo e Paisagismo por Marina Pimentel,"SQNW 102, NOROESTE, BRASILIA",,Cobertura exclusiva à venda - 389 m² por R$ 6.800.000 - Noroeste,6.800.000,389 m²,"389 m², 5 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/461/100x68/64719cba1e408e9c9a8ffb6c117b7c60.png?format=webp,José Martins Soluções Desenvolvimento Imobiliário,19000,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-h-875188,https://img.dfimoveis.com.br/fotos/875188/93563fa4e43310b7dd6d69d0179c2f33.jpg?format=webp,Super Destaque,"SQNW 306 Bloco H, NOROESTE, BRASILIA",,"Setor Noroeste | Apartamento 4 quartos, sendo 4 suites",3.267.902,215 m²,"215 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/7252/100x68/ed38fca876c39e296ea233e161f687ca.png?format=webp,Quadraimob Revenda,24.900,20
/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-a-901624,https://img.dfimoveis.com.br/fotos/901624/2b601b83d9baa745ed323018454d9143.jpg?format=webp,,"SQNW 102 Bloco A, NOROESTE, BRASILIA",,COBERTURA COM VISTA LIVRE DEFINITIVA NA SQNW 102!!,5.300.000,338 m²,"338 m², 4 Quartos, 4 Suítes, 4 Vagas",https://img.dfimoveis.com.br/logos/1671/100x68/ff72388180c94cb3840e3c29ccba8443.jpg?format=webp,Pilotis Vendas,22309,20
/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-e-1053261,https://img.dfimoveis.com.br/fotos/1053261/82c265112e67df909e3cdaf09bb865e0.jpg?format=webp,Assinado aceita permuta,"SQNW 109 Bloco E, NOROESTE, BRASILIA",,Apartamento de canto - NASCENTE,2.320.000,148 m²,"148 m², 3 Quartos, 3 Suítes, 3 Vagas",https://img.dfimoveis.com.br/logos/1490/100x68/da9dc4c4d84c7e4a17353ae0ccdf8430.png?format=webp,Aldilene Cardoso,14494,20
